customer_id,country,first_purchase_date,last_purchase_date,recency_days,frequency,monetary_value,average_order_value,units_purchased,active_months,tenure_days,return_value,return_invoices,return_rate_pct,is_repeat_customer,r_score,f_score,m_score,rfm_score,rfm_segment,cluster_id,cluster_name
17404,Sweden,2010-12-14 13:28:00,2011-12-05 16:26:00,5,15,31906.82,2127.1213333333335,32748,10,361,1606.0,3.0,4.792195941732149,True,5,5,5,15,Champions,2,High-Value Loyal
17389,United Kingdom,2011-01-12 15:48:00,2011-12-09 09:38:00,1,34,31833.68,936.2847058823529,7612,11,332,533.6,9.0,1.6485784409440645,True,5,5,5,15,Champions,2,High-Value Loyal
13098,United Kingdom,2011-01-26 13:46:00,2011-12-08 14:14:00,2,28,28882.44,1031.5157142857142,15968,12,318,223.56,13.0,0.7680890538033395,True,5,5,5,15,Champions,2,High-Value Loyal
14680,United Kingdom,2010-12-03 12:05:00,2011-11-14 16:59:00,26,16,28754.11,1797.131875,13476,11,372,1821.77,7.0,5.958193190187821,True,4,5,5,14,Champions,2,High-Value Loyal
13081,United Kingdom,2010-12-03 17:20:00,2011-11-28 10:54:00,12,11,28337.38,2576.1254545454544,19068,7,372,372.9,10.0,1.2988379075369518,True,5,5,5,15,Champions,2,High-Value Loyal
13408,United Kingdom,2010-12-01 10:39:00,2011-12-08 09:05:00,2,62,28117.04,453.5006451612903,16232,13,374,629.63,19.0,2.1902710818331306,True,5,5,5,15,Champions,2,High-Value Loyal
17857,United Kingdom,2010-12-09 11:35:00,2011-12-05 13:13:00,5,23,26879.04,1168.6539130434783,19256,11,366,115.69999999999999,2.0,0.4286020165410001,True,5,5,5,15,Champions,2,High-Value Loyal
16333,United Kingdom,2011-02-03 10:50:00,2011-12-02 12:19:00,8,22,26626.8,1210.3090909090909,32184,9,310,0.0,0.0,0.0,True,5,5,5,15,Champions,2,High-Value Loyal
13777,United Kingdom,2010-12-01 16:01:00,2011-12-09 12:25:00,1,33,25977.16,787.1866666666666,12897,13,374,228.81,8.0,0.8731216589197042,True,5,5,5,15,Champions,2,High-Value Loyal
12753,Japan,2010-12-12 11:44:00,2011-11-17 10:52:00,23,6,21429.39,3571.565,11421,6,363,405.38,5.0,1.8565801242696853,True,4,5,5,14,Champions,2,High-Value Loyal
12744,Singapore,2011-01-25 13:26:00,2011-10-19 11:18:00,52,7,21279.29,3039.8985714285714,5241,4,319,12158.9,3.0,36.36231506549846,True,3,5,5,13,Loyal,2,High-Value Loyal
16210,United Kingdom,2010-12-01 12:27:00,2011-12-08 12:36:00,2,18,21086.3,1171.461111111111,7559,9,374,0.0,0.0,0.0,True,5,5,5,15,Champions,2,High-Value Loyal
17675,United Kingdom,2010-12-07 13:22:00,2011-12-08 18:03:00,2,31,20374.28,657.2348387096774,8360,13,368,276.18,10.0,1.3374036220016408,True,5,5,5,15,Champions,2,High-Value Loyal
17381,United Kingdom,2010-12-02 12:58:00,2011-12-01 11:59:00,9,29,20275.61,699.1589655172414,25649,13,373,3.18,1.0,0.015681408999254885,True,5,5,5,15,Champions,2,High-Value Loyal
15039,United Kingdom,2010-12-06 11:26:00,2011-11-30 11:31:00,10,47,19914.44,423.7114893617021,9209,12,369,128.0,5.0,0.6386447957434325,True,5,5,5,15,Champions,2,High-Value Loyal
12471,Germany,2010-12-10 09:35:00,2011-12-07 15:43:00,3,30,19824.05,660.8016666666666,8212,12,365,1083.1299999999999,19.0,5.180660423835256,True,5,5,5,15,Champions,2,High-Value Loyal
12731,France,2010-12-10 10:56:00,2011-11-16 11:59:00,24,12,18895.91,1574.6591666666666,8437,10,365,102.5,2.0,0.539518833418165,True,4,5,5,14,Champions,2,High-Value Loyal
15159,United Kingdom,2010-12-13 15:44:00,2011-12-08 12:05:00,2,30,18641.010000000002,621.3670000000001,11441,12,362,67.33,4.0,0.3598929675214369,True,5,5,5,15,Champions,2,High-Value Loyal
12901,United Kingdom,2011-03-14 10:41:00,2011-12-01 10:07:00,9,28,17654.54,630.5192857142857,23075,10,271,1361.44,8.0,7.159452208090248,True,5,5,5,15,Champions,2,High-Value Loyal
12678,France,2010-12-21 11:00:00,2011-10-28 13:04:00,43,12,17628.46,1469.0383333333332,10923,9,354,40.2,1.0,0.22752149851771444,True,3,5,5,13,Loyal,2,High-Value Loyal
14031,United Kingdom,2010-12-02 16:34:00,2011-12-02 17:13:00,8,19,17286.86,909.8347368421053,5788,11,373,2652.22,4.0,13.301616724542956,True,5,5,5,15,Champions,2,High-Value Loyal
17428,United Kingdom,2010-12-06 09:37:00,2011-12-09 09:45:00,1,28,17256.85,616.3160714285714,9474,13,369,178.4,5.0,1.0232144649488824,True,5,5,5,15,Champions,2,High-Value Loyal
13767,United Kingdom,2010-12-01 10:47:00,2011-12-07 15:00:00,3,37,17220.36,465.41513513513513,7322,12,374,274.65000000000003,15.0,1.5698762104165702,True,5,5,5,15,Champions,2,High-Value Loyal
13881,United Kingdom,2011-02-01 10:14:00,2011-12-06 12:50:00,4,20,17159.52,857.976,10118,11,312,170.0,2.0,0.9809850474796763,True,5,5,5,15,Champions,2,High-Value Loyal
16839,United Kingdom,2010-12-05 11:15:00,2011-12-01 09:03:00,9,34,16594.35,488.06911764705876,8975,12,370,1236.57,5.0,6.934975873370528,True,5,5,5,15,Champions,2,High-Value Loyal
12921,United Kingdom,2010-12-01 15:06:00,2011-11-30 16:22:00,10,37,16587.09,448.29972972972973,9526,11,374,197.35,13.0,1.1757913877376904,True,5,5,5,15,Champions,2,High-Value Loyal
14607,United Kingdom,2011-03-23 15:22:00,2011-11-24 10:35:00,16,14,16569.5,1183.5357142857142,11766,3,262,5228.4,3.0,23.98579679693915,True,4,5,5,14,Champions,2,High-Value Loyal
15856,United Kingdom,2010-12-09 13:34:00,2011-12-05 17:09:00,5,27,16387.57,606.947037037037,11005,11,366,213.9,4.0,1.288440120061657,True,5,5,5,15,Champions,2,High-Value Loyal
17677,United Kingdom,2010-12-06 08:42:00,2011-12-08 09:56:00,2,30,16363.23,545.441,9775,13,369,144.01,13.0,0.8724050780142533,True,5,5,5,15,Champions,2,High-Value Loyal
15189,United Kingdom,2011-01-11 12:29:00,2011-12-08 13:22:00,2,41,16225.39,395.74121951219513,6149,12,333,423.25,12.0,2.54224969727257,True,5,5,5,15,Champions,2,High-Value Loyal
14051,United Kingdom,2010-12-08 12:49:00,2011-12-09 10:20:00,1,23,15610.390000000001,678.7126086956522,3756,13,367,133.05,3.0,0.8451139014090949,True,5,5,5,15,Champions,2,High-Value Loyal
15513,United Kingdom,2010-12-01 11:22:00,2011-11-06 14:36:00,34,19,14758.220000000001,776.7484210526317,5709,10,374,238.14000000000001,3.0,1.5879853511118698,True,3,5,5,13,Loyal,2,High-Value Loyal
16133,United Kingdom,2011-01-25 15:55:00,2011-12-06 11:24:00,4,33,14589.04,442.09212121212124,8887,11,319,283.38,13.0,1.905406114136099,True,5,5,5,15,Champions,2,High-Value Loyal
14866,United Kingdom,2010-12-08 14:58:00,2011-11-29 11:45:00,11,12,14389.9,1199.1583333333333,6752,6,367,192.45000000000002,1.0,1.3197461314534351,True,5,5,5,15,Champions,2,High-Value Loyal
16705,United Kingdom,2010-12-16 10:51:00,2011-12-09 12:08:00,1,20,14034.99,701.7495,5476,9,359,88.86,9.0,0.6291485678480018,True,5,5,5,15,Champions,2,High-Value Loyal
12681,France,2010-12-07 10:08:00,2011-11-25 11:33:00,15,22,13787.54,626.7063636363637,7536,10,368,109.94999999999999,5.0,0.7911500565929529,True,4,5,5,14,Champions,2,High-Value Loyal
12621,Germany,2010-12-09 10:16:00,2011-12-08 11:25:00,2,20,13689.67,684.4835,7440,12,366,77.60000000000001,3.0,0.5636556848234981,True,5,5,5,15,Champions,2,High-Value Loyal
12540,Spain,2010-12-13 09:39:00,2011-11-20 11:31:00,20,17,13400.24,788.2494117647059,6685,11,362,91.19999999999999,2.0,0.6759841795983229,True,4,5,5,14,Champions,2,High-Value Loyal
12433,Norway,2010-12-01 13:24:00,2011-12-09 10:02:00,1,7,13375.87,1910.8385714285716,11071,5,374,0.0,0.0,0.0,True,5,5,5,15,Champions,2,High-Value Loyal
15498,United Kingdom,2010-12-08 12:29:00,2011-12-07 12:48:00,3,27,13316.4,493.2,6105,11,367,919.94,8.0,6.461913666012472,True,5,5,5,15,Champions,2,High-Value Loyal
12477,Germany,2011-02-11 12:45:00,2011-11-17 09:51:00,23,6,13219.74,2203.29,3653,5,302,102.72999999999999,3.0,0.771103256378134,True,4,4,5,13,Champions,2,High-Value Loyal
17735,United Kingdom,2010-12-07 10:32:00,2011-12-07 16:47:00,3,19,13110.02,690.001052631579,8439,13,368,0.0,0.0,0.0,True,5,5,5,15,Champions,2,High-Value Loyal
16525,United Kingdom,2010-12-08 11:31:00,2011-12-07 15:07:00,3,26,13027.45,501.0557692307693,7397,12,367,1131.88,3.0,7.993881066406391,True,5,5,5,15,Champions,2,High-Value Loyal
14258,United Kingdom,2011-01-06 12:18:00,2011-11-30 15:27:00,10,9,12669.98,1407.7755555555555,7100,8,338,19.9,1.0,0.15681787377027992,True,5,5,5,15,Champions,2,High-Value Loyal
13078,United Kingdom,2010-12-08 09:07:00,2011-12-06 15:36:00,4,26,12627.94,485.69,5630,13,367,195.66,17.0,1.5257805920334384,True,5,5,5,15,Champions,2,High-Value Loyal
12536,France,2011-10-11 14:52:00,2011-10-27 14:20:00,44,3,12601.830000000002,4200.610000000001,2803,1,60,8495.01,2.0,40.26674136979756,True,3,3,5,11,Occasional,3,Core Regulars
15640,United Kingdom,2010-12-02 15:40:00,2011-12-05 14:35:00,5,15,12515.66,834.3773333333334,6607,10,373,82.32,2.0,0.6534380908685361,True,5,5,5,15,Champions,2,High-Value Loyal
16000,United Kingdom,2011-12-07 12:14:00,2011-12-07 12:17:00,3,3,12393.7,4131.233333333334,5110,1,3,0.0,0.0,0.0,True,5,4,5,14,Champions,3,Core Regulars
17340,United Kingdom,2010-12-08 15:56:00,2011-11-10 10:45:00,30,11,12353.29,1123.0263636363636,5967,7,367,462.11,5.0,3.6058960313372967,True,4,5,5,14,Champions,2,High-Value Loyal
12682,France,2010-12-03 13:59:00,2011-12-06 10:00:00,4,31,12288.22,396.3941935483871,5575,13,372,0.0,0.0,0.0,True,5,5,5,15,Champions,2,High-Value Loyal
13113,United Kingdom,2010-12-08 13:21:00,2011-12-09 12:49:00,1,24,12245.960000000001,510.2483333333334,3045,11,367,1735.96,16.0,12.415748337853454,True,5,5,5,15,Champions,2,High-Value Loyal
14606,United Kingdom,2010-12-01 16:57:00,2011-12-08 19:28:00,2,93,12156.65,130.71666666666667,6224,13,374,442.8,35.0,3.514439122342642,True,5,5,5,15,Champions,2,High-Value Loyal
12557,Spain,2010-12-03 12:20:00,2011-11-23 16:59:00,17,5,11990.960000000001,2398.192,4384,5,372,0.0,0.0,0.0,True,4,4,5,13,Champions,2,High-Value Loyal
12939,United Kingdom,2011-01-09 11:20:00,2011-10-06 14:33:00,65,8,11581.8,1447.725,4876,6,335,0.0,0.0,0.0,True,3,5,5,13,Loyal,2,High-Value Loyal
15125,United Kingdom,2011-03-14 09:59:00,2011-11-14 13:57:00,26,15,11528.48,768.5653333333333,6193,8,271,411.43,8.0,3.4458383689659304,True,4,5,5,14,Champions,2,High-Value Loyal
14194,United Kingdom,2011-02-04 14:51:00,2011-12-05 10:38:00,5,21,11349.52,540.4533333333334,5840,10,309,132.77,11.0,1.156302444895574,True,5,5,5,15,Champions,2,High-Value Loyal
12971,United Kingdom,2010-12-02 16:42:00,2011-12-06 12:20:00,4,86,11189.91,130.11523255813952,9289,13,373,259.65,3.0,2.26777273537149,True,5,5,5,15,Champions,2,High-Value Loyal
14895,United Kingdom,2011-02-22 13:08:00,2011-12-02 09:23:00,8,20,11138.710000000001,556.9355,4851,10,291,118.44999999999999,4.0,1.052219209818462,True,5,5,5,15,Champions,2,High-Value Loyal
12409,Switzerland,2011-06-10 12:19:00,2011-09-22 10:38:00,79,3,11072.67,3690.89,5551,2,183,15.74,4.0,0.1419500180819432,True,2,3,5,10,At Risk,1,Growth Potential
15482,United Kingdom,2010-12-16 10:08:00,2011-11-24 10:46:00,16,12,11054.96,921.2466666666666,5020,5,359,4486.24,4.0,28.866754175996707,True,4,5,5,14,Champions,2,High-Value Loyal
17581,United Kingdom,2010-12-02 14:47:00,2011-12-09 12:21:00,1,25,11045.04,441.8016,5927,10,373,308.93,6.0,2.720898505104382,True,5,5,5,15,Champions,2,High-Value Loyal
13319,United Kingdom,2010-12-09 10:04:00,2011-12-04 13:34:00,6,26,10845.550000000001,417.1365384615385,4724,13,366,181.21,10.0,1.6433657756222135,True,5,5,5,15,Champions,2,High-Value Loyal
17107,United Kingdom,2011-03-06 15:17:00,2011-11-06 14:14:00,34,6,10815.43,1802.5716666666667,4837,5,279,435.0,1.0,3.8665188797228196,True,3,5,5,13,Loyal,2,High-Value Loyal
13340,United Kingdom,2011-03-08 11:39:00,2011-10-25 13:15:00,46,7,10736.48,1533.782857142857,5770,4,277,0.0,0.0,0.0,True,3,5,5,13,Loyal,2,High-Value Loyal
14769,United Kingdom,2010-12-17 11:40:00,2011-12-07 10:24:00,3,8,10674.75,1334.34375,7436,8,358,33.15,2.0,0.3095845123693722,True,5,5,5,15,Champions,2,High-Value Loyal
17139,United Kingdom,2011-02-24 09:32:00,2011-11-24 10:12:00,16,12,10668.47,889.0391666666666,5182,8,289,82.9,3.0,0.7710645248000954,True,4,5,5,14,Champions,2,High-Value Loyal
16779,United Kingdom,2010-12-08 09:56:00,2011-12-07 14:54:00,3,22,10629.720000000001,483.169090909091,5325,12,367,175.67000000000002,6.0,1.625762698060875,True,5,5,5,15,Champions,2,High-Value Loyal
17865,United Kingdom,2010-12-10 14:53:00,2011-11-09 12:08:00,31,20,10526.32,526.316,5757,11,365,367.78,7.0,3.375955792584977,True,4,5,5,14,Champions,2,High-Value Loyal
17706,United Kingdom,2010-12-08 11:02:00,2011-12-05 13:34:00,5,17,10504.49,617.9111764705882,3899,7,367,407.12000000000006,5.0,3.7310717666778785,True,5,5,5,15,Champions,2,High-Value Loyal
15251,United Kingdom,2011-04-12 10:38:00,2011-11-30 15:02:00,10,11,10484.99,953.180909090909,6171,8,242,157.88,4.0,1.4834344495422758,True,5,5,5,15,Champions,2,High-Value Loyal
14062,United Kingdom,2010-12-10 15:56:00,2011-11-30 10:04:00,10,12,10464.85,872.0708333333333,5593,8,365,0.0,0.0,0.0,True,5,5,5,15,Champions,2,High-Value Loyal
15615,United Kingdom,2010-12-15 16:21:00,2011-11-29 14:42:00,11,23,10399.74,452.1626086956522,5508,10,360,39.7,4.0,0.3802885978558237,True,5,5,5,15,Champions,2,High-Value Loyal
15502,United Kingdom,2010-12-05 15:40:00,2011-11-24 12:48:00,16,12,10384.93,865.4108333333334,4236,6,370,4843.47,11.0,31.805508129547423,True,4,5,5,14,Champions,2,High-Value Loyal
16180,United Kingdom,2011-04-01 10:23:00,2011-08-31 16:28:00,101,8,10254.18,1281.7725,5867,5,253,36.7,2.0,0.35662644982742003,True,2,5,5,12,At Risk,2,High-Value Loyal
16843,United Kingdom,2011-01-16 16:10:00,2011-10-28 09:06:00,43,16,10196.57,637.285625,10159,8,328,12.75,1.0,0.12488588858023845,True,3,5,5,13,Loyal,2,High-Value Loyal
12590,Germany,2011-05-12 14:46:00,2011-05-12 14:52:00,212,2,9864.26,4932.13,4283,1,212,2.88,1.0,0.02918778896417807,True,1,2,5,8,At Risk,1,Growth Potential
13001,United Kingdom,2011-01-17 12:45:00,2011-12-05 14:51:00,5,13,9818.82,755.2938461538462,5505,9,327,20.9,2.0,0.21240441801189466,True,5,5,5,15,Champions,2,High-Value Loyal
13199,United Kingdom,2010-12-08 10:51:00,2011-12-06 12:30:00,4,38,9817.12,258.34526315789475,6176,13,367,13.16,1.0,0.1338720768889594,True,5,5,5,15,Champions,2,High-Value Loyal
15078,United Kingdom,2010-12-06 12:38:00,2011-12-02 15:41:00,8,32,9743.11,304.4721875,5105,13,369,119.76,6.0,1.2142510242961733,True,5,5,5,15,Champions,2,High-Value Loyal
12709,Germany,2010-12-08 09:49:00,2011-11-24 15:38:00,16,15,9736.52,649.1013333333334,3936,10,367,442.42,11.0,4.346425069800981,True,4,5,5,14,Champions,2,High-Value Loyal
13458,United Kingdom,2010-12-15 12:05:00,2011-12-02 15:29:00,8,14,9646.57,689.0407142857142,5508,11,360,108.65,8.0,1.1137626829533318,True,5,5,5,15,Champions,2,High-Value Loyal
14733,United Kingdom,2010-12-07 11:30:00,2011-11-23 15:39:00,17,12,9585.91,798.8258333333333,3764,9,368,134.37,3.0,1.3823675861189182,True,4,5,5,14,Champions,2,High-Value Loyal
16523,United Kingdom,2011-01-28 12:06:00,2011-12-08 09:06:00,2,21,9418.470000000001,448.4985714285715,4265,11,316,122.8,7.0,1.2870404044744568,True,5,5,5,15,Champions,2,High-Value Loyal
12567,France,2010-12-05 11:57:00,2011-11-17 11:02:00,23,10,9401.28,940.128,4305,7,370,286.34000000000003,1.0,2.9557311290079507,True,4,5,5,14,Champions,2,High-Value Loyal
14367,United Kingdom,2011-03-08 14:12:00,2011-12-01 13:19:00,9,16,9261.52,578.845,4438,9,277,93.7,3.0,1.0015798666412974,True,5,5,5,15,Champions,2,High-Value Loyal
14667,United Kingdom,2010-12-06 13:13:00,2011-11-29 11:30:00,11,25,9241.2,369.648,5385,11,369,10.0,2.0,0.10809408509166378,True,5,5,5,15,Champions,2,High-Value Loyal
18092,United Kingdom,2010-12-09 10:00:00,2011-12-07 13:14:00,3,11,9068.26,824.3872727272727,4252,8,366,2.5,1.0,0.02756108639187896,True,5,5,5,15,Champions,2,High-Value Loyal
13969,United Kingdom,2010-12-09 19:32:00,2011-12-02 15:11:00,8,18,9053.94,502.99666666666667,4542,11,366,67.25,2.0,0.7372941469260041,True,5,5,5,15,Champions,2,High-Value Loyal
12451,Switzerland,2011-01-19 09:05:00,2011-11-29 08:40:00,11,5,9035.52,1807.104,6575,4,325,102.0,1.0,1.116276626480708,True,5,4,5,14,Champions,3,Core Regulars
13488,United Kingdom,2010-12-07 13:01:00,2011-11-22 14:41:00,18,13,8968.31,689.87,4518,10,368,57.7,4.0,0.6392636391938409,True,4,5,5,14,Champions,2,High-Value Loyal
13090,United Kingdom,2010-12-02 07:48:00,2011-12-01 12:39:00,9,14,8910.82,636.4871428571429,2263,10,373,221.43,4.0,2.4247036601056693,True,5,5,5,15,Champions,2,High-Value Loyal
16033,United Kingdom,2010-12-05 10:36:00,2011-12-04 12:44:00,6,20,8816.4,440.82,3539,13,370,88.79,7.0,0.9970590183926451,True,5,5,5,15,Champions,2,High-Value Loyal
17017,United Kingdom,2010-12-02 10:17:00,2011-12-07 09:32:00,3,20,8694.26,434.713,6673,10,373,120.15,7.0,1.3631088184007778,True,5,5,5,15,Champions,2,High-Value Loyal
17243,United Kingdom,2010-12-05 10:03:00,2011-12-08 13:26:00,2,26,8676.85,333.725,3370,12,370,48.3,4.0,0.5535721448914919,True,5,5,5,15,Champions,2,High-Value Loyal
17306,United Kingdom,2010-12-21 13:34:00,2011-11-29 12:14:00,11,19,8631.31,454.2794736842105,11491,10,354,30.580000000000002,2.0,0.35304073360432886,True,5,5,5,15,Champions,2,High-Value Loyal
16656,United Kingdom,2010-12-10 11:23:00,2011-11-17 14:43:00,23,15,8625.8,575.0533333333333,8894,11,365,57.56,6.0,0.6628770429879679,True,4,5,5,14,Champions,2,High-Value Loyal
14527,United Kingdom,2010-12-05 13:17:00,2011-12-07 12:19:00,3,55,8508.82,154.7058181818182,2089,13,370,797.44,31.0,8.568855802438359,True,5,5,5,15,Champions,2,High-Value Loyal
12683,France,2010-12-09 10:37:00,2011-12-05 16:31:00,5,15,8476.57,565.1046666666666,4987,9,366,255.48,5.0,2.9257734438075826,True,5,5,5,15,Champions,2,High-Value Loyal
18139,United Kingdom,2011-11-21 14:06:00,2011-11-22 10:44:00,18,6,8438.34,1406.39,5557,1,19,45.120000000000005,2.0,0.5318584634099766,True,4,5,5,14,Champions,2,High-Value Loyal
15358,United Kingdom,2010-12-09 10:04:00,2011-12-05 09:04:00,5,22,8347.2,379.41818181818184,7050,13,366,112.4,7.0,1.3286680221287057,True,5,5,5,15,Champions,2,High-Value Loyal
16558,United Kingdom,2010-12-08 12:01:00,2011-12-09 10:20:00,1,20,8338.49,416.92449999999997,5377,13,367,81.45,4.0,0.9673465606643277,True,5,5,5,15,Champions,2,High-Value Loyal
14056,United Kingdom,2011-02-28 15:19:00,2011-12-08 13:36:00,2,23,8214.65,357.1586956521739,4273,11,285,90.25,6.0,1.0867078471745597,True,5,5,5,15,Champions,2,High-Value Loyal
14936,Channel Islands,2011-03-09 11:53:00,2011-11-06 10:30:00,34,8,8137.02,1017.1275,4085,5,276,19.599999999999998,1.0,0.24029561264347238,True,3,5,5,13,Loyal,2,High-Value Loyal
16672,United Kingdom,2011-03-18 10:15:00,2011-12-07 16:29:00,3,20,8134.9400000000005,406.747,2832,9,267,41.349999999999994,3.0,0.5057305941936989,True,5,5,5,15,Champions,2,High-Value Loyal
13854,United Kingdom,2010-12-09 10:48:00,2011-12-01 09:06:00,9,25,8109.5199999999995,324.38079999999997,2296,12,366,84.5,4.0,1.031239855406748,True,5,5,5,15,Champions,2,High-Value Loyal
14952,United Kingdom,2010-12-10 12:48:00,2011-10-11 10:33:00,60,11,8099.49,736.3172727272727,3355,5,365,186.7,4.0,2.253146500381961,True,3,5,5,13,Loyal,2,High-Value Loyal
18109,United Kingdom,2010-12-05 10:58:00,2011-12-08 11:36:00,2,26,8052.97,309.7296153846154,4237,13,370,127.65,5.0,1.5603951778716039,True,5,5,5,15,Champions,2,High-Value Loyal
